# mass number (A) = 4
# number of protons (Z) = 2
#units k = 1/fm , units n_1(k) = fm^3# k (1/fm)	n	p	tot
4.36	4.12255316906e-18	3.89472120516e-18	8.01727437422e-18
4.38	2.7824862548e-18	2.62728904976e-18	5.40977530456e-18
4.4	1.87464225517e-18	1.76911828697e-18	3.64376054213e-18
4.42	1.26073087426e-18	1.18911381051e-18	2.44984468477e-18
4.44	8.46340233931e-19	7.97824759251e-19	1.64416499318e-18
4.46	5.67134670936e-19	5.34329475383e-19	1.10146414632e-18
4.48	3.79355182169e-19	3.57213850278e-19	7.36569032446e-19
4.5	2.53293739854e-19	2.38377347186e-19	4.9167108704e-19
4.52	1.68819070118e-19	1.58788560136e-19	3.27607630254e-19
4.54	1.12314845334e-19	1.05582264958e-19	2.17897110292e-19
4.56	7.45884247327e-20	7.00777699931e-20	1.44666194726e-19
4.58	4.9445220637e-20	4.64287624433e-20	9.58739830803e-20
4.6	3.27186830976e-20	3.0705167971e-20	6.34238510686e-20
4.62	2.1611550382e-20	2.0269982917e-20	4.18815332989e-20
4.64	1.42493365554e-20	1.33571198632e-20	2.76064564186e-20
4.66	9.3782536966e-21	8.78597168206e-21	1.81642253787e-20
4.68	6.16123709923e-21	5.76878443113e-21	1.19300215304e-20
4.7	4.04047551107e-21	3.78091015268e-21	7.82138566375e-21
4.72	2.6449389255e-21	2.47357987727e-21	5.11851880277e-21
4.74	1.72829323341e-21	1.61537388175e-21	3.34366711517e-21
4.76	1.12729562946e-21	1.05302264219e-21	2.18031827165e-21
4.78	7.33967498689e-22	6.85204012885e-22	1.41917151157e-21
4.8	4.77017648358e-22	4.4506108396e-22	9.22078732318e-22
4.82	3.09464386564e-22	2.88560498988e-22	5.98024885552e-22
4.84	2.00403600361e-22	1.86754757741e-22	3.87158358102e-22
4.86	1.29544498522e-22	1.20649077171e-22	2.50193575693e-22
4.88	8.35893678551e-23	7.78025568375e-23	1.61391924693e-22
4.9	5.3839587003e-23	5.00819545787e-23	1.03921541582e-22
4.92	3.46155320252e-23	3.2180012309e-23	6.67955443342e-23
4.94	2.22156443507e-23	2.0639951723e-23	4.28555960737e-23
4.96	1.42319834375e-23	1.32144375779e-23	2.74464210154e-23
4.98	9.10103023827e-24	8.44512779346e-24	1.75461580317e-23
5.0	5.80944035436e-24	5.38742581781e-24	1.11968661722e-23
#normalisation = 4.0
