# mass number (A) = 12
# number of protons (Z) = 6
#units k = 1/fm , units n_1(k) = fm^3# k (1/fm)	n	p	tot
4.22	4.13525853822e-19	3.87540199523e-19	8.01066053345e-19
4.24	2.60598730264e-19	2.44064463786e-19	5.0466319405e-19
4.26	1.63853673071e-19	1.53357586467e-19	3.17211259538e-19
4.28	1.02790857819e-19	9.61433098327e-20	1.98934167651e-19
4.3	6.43379747318e-20	6.01376046212e-20	1.24475579353e-19
4.32	4.01786211635e-20	3.75306939997e-20	7.77093151632e-20
4.34	2.50344225359e-20	2.33690273861e-20	4.8403449922e-20
4.36	1.55630671341e-20	1.45180540604e-20	3.00811211945e-20
4.38	9.65312704557e-21	8.99891325227e-21	1.86520402978e-20
4.4	5.97387628526e-21	5.56526384489e-21	1.15391401301e-20
4.42	3.68858630167e-21	3.43396322911e-21	7.12254953079e-21
4.44	2.27237155889e-21	2.11407241501e-21	4.3864439739e-21
4.46	1.3967367472e-21	1.29854966038e-21	2.69528640758e-21
4.48	8.56575675185e-22	7.95814588723e-22	1.65239026391e-21
4.5	5.24122763596e-22	4.86608849537e-22	1.01073161313e-21
4.52	3.19975374524e-22	2.9686775224e-22	6.16843126764e-22
4.54	1.94902082001e-22	1.8070122649e-22	3.75603308491e-22
4.56	1.18449416976e-22	1.09742378655e-22	2.28191795631e-22
4.58	7.18234131337e-23	6.64971400742e-23	1.38320553208e-22
4.6	4.34526181673e-23	4.02019417177e-23	8.3654559885e-23
4.62	2.6229063824e-23	2.42497177903e-23	5.04787816143e-23
4.64	1.57967117225e-23	1.45942599113e-23	3.03909716338e-23
4.66	9.49221982976e-24	8.76341386214e-24	1.82556336919e-23
4.68	5.69096877078e-24	5.25025690164e-24	1.09412256724e-23
4.7	3.40425484488e-24	3.13836823824e-24	6.54262308311e-24
4.72	2.03177446535e-24	1.87173121639e-24	3.90350568174e-24
4.74	1.20989206168e-24	1.11378003567e-24	2.32367209736e-24
4.76	7.18845526219e-25	6.61259399555e-25	1.38010492577e-24
4.78	4.26130342893e-25	3.91706603018e-25	8.17836945911e-25
4.8	2.52038799528e-25	2.3150834512e-25	4.83547144648e-25
4.82	1.4873408998e-25	1.36517790344e-25	2.85251880323e-25
4.84	8.75733433853e-26	8.03209447463e-26	1.67894288132e-25
4.86	5.14460158674e-26	4.71504062574e-26	9.85964221248e-26
4.88	3.01543578626e-26	2.76159035293e-26	5.77702613919e-26
4.9	1.7634658534e-26	1.61380246317e-26	3.37726831657e-26
4.92	1.02897013204e-26	9.40933435861e-27	1.9699035679e-26
4.94	5.9904208769e-27	5.47374988116e-27	1.14641707581e-26
4.96	3.47961236907e-27	3.17708346797e-27	6.65669583704e-27
4.98	2.01661719071e-27	1.83988227877e-27	3.85649946948e-27
5.0	1.16609850729e-27	1.06308818114e-27	2.22918668843e-27
#normalisation = 12.0
