# mass number (A) = 40
# number of protons (Z) = 20
# P (GeV)	cm two_body (GeV^-3)
3.38	2.47945615794e-14
3.4	1.55740243541e-14
3.42	9.75053249542e-15
3.44	6.08471138634e-15
3.46	3.78474722483e-15
3.48	2.34649746223e-15
3.5	1.45007566815e-15
3.52	8.93201918822e-16
3.54	5.48400775415e-16
3.56	3.35611562752e-16
3.58	2.04723270009e-16
3.6	1.24477233923e-16
3.62	7.54407581281e-17
3.64	4.55739334173e-17
3.66	2.74424121722e-17
3.68	1.64711637812e-17
3.7	9.85424696615e-18
3.72	5.87652599527e-18
3.74	3.49314682261e-18
3.76	2.06972603431e-18
3.78	1.22238947508e-18
3.8	7.19627779461e-19
3.82	4.22287928253e-19
3.84	2.47008945311e-19
3.86	1.44019331941e-19
3.88	8.37016108464e-20
3.9	4.84900419913e-20
3.92	2.8001275881e-20
3.94	1.61179714711e-20
3.96	9.24806817584e-21
3.98	5.28932808188e-21
4.0	3.01550177335e-21
4.02	1.71367718832e-21
4.04	9.70754750944e-22
4.06	5.48153059458e-22
4.08	3.08536598026e-22
4.1	1.73111040168e-22
4.12	9.68181500218e-23
4.14	5.39763383617e-23
4.16	2.99961396532e-23
4.18	1.66166432248e-23
4.2	9.1756717712e-24
4.22	5.0506787629e-24
4.24	2.77127469196e-24
4.26	1.51575146279e-24
4.28	8.26410146141e-25
4.3	4.49141447013e-25
4.32	2.43327443261e-25
4.34	1.31407492081e-25
4.36	7.07409418397e-26
4.38	3.79615397826e-26
4.4	2.03067143826e-26
4.42	1.0828266593e-26
4.44	5.7557540841e-27
4.46	3.049791142e-27
4.48	1.61087968258e-27
4.5	8.48167834814e-28
4.52	4.45170860075e-28
4.54	2.32915522777e-28
4.56	1.2147794754e-28
4.58	6.31574071278e-29
4.6	3.2732523871e-29
4.62	1.69107770255e-29
4.64	8.70917485962e-30
4.66	4.4711612881e-30
4.68	2.2882002999e-30
4.7	1.16734332955e-30
4.72	5.93655539634e-31
4.74	3.00955492418e-31
4.76	1.52090583549e-31
4.78	7.661876561e-32
4.8	3.84770006231e-32
4.82	1.92619815364e-32
4.84	9.61246693203e-33
4.86	4.78193146193e-33
4.88	2.37141121578e-33
4.9	1.17231915988e-33
4.92	5.77724465651e-34
4.94	2.83812805466e-34
4.96	1.38988851678e-34
4.98	6.78523850201e-35
5.0	3.30208199156e-35
#normalisation = 0.990427108344
